Checking the given root
-1.901e-08	
7.782	0.00322781	0.00324647
7.783	0.00322504	0.00324364
7.784	0.00322228	0.00324082
7.785	0.00321954	0.00323799
7.786	0.0032168	0.00323517
7.787	0.00321407	0.00323235
7.788	0.00321135	0.00322954
7.789	0.00320864	0.00322673
7.79	0.00320594	0.00322391
7.791	0.00320325	0.00322111
7.792	0.00320058	0.0032183
7.793	0.00319791	0.00321549
7.794	0.00319525	0.00321269
7.795	0.0031926	0.00320989
7.796	0.00318997	0.0032071
7.797	0.00318734	0.0032043
7.798	0.00318472	0.00320151
7.799	0.00318212	0.00319872
7.8	0.00317953	0.00319593
7.801	0.00317694	0.00319315
7.802	0.00317437	0.00319037
7.803	0.00317181	0.00318758
7.804	0.00316926	0.00318481
7.805	0.00316673	0.00318203
7.806	0.0031642	0.00317926
7.807	0.00316169	0.00317649
7.808	0.00315918	0.00317372
7.809	0.00315669	0.00317095
7.81	0.00315392	0.00316819
7.811	0.00315097	0.00316543
7.812	0.00314803	0.00316267
7.813	0.00314509	0.00315991
7.814	0.00314215	0.00315716
7.815	0.00313922	0.00315441
7.816	0.00313629	0.00315166
7.817	0.00313337	0.00314891
7.818	0.00313045	0.00314616
7.819	0.00312753	0.00314342
7.82	0.00312462	0.00314068
7.821	0.00312171	0.00313794
7.822	0.0031188	0.00313521
7.823	0.0031159	0.00313247
7.824	0.003113	0.00312974
7.825	0.00311011	0.00312702
7.826	0.00310722	0.00312429
7.827	0.00310434	0.00312157
7.828	0.00310146	0.00311884
7.829	0.00309859	0.00311612
7.83	0.00309572	0.00311341
7.831	0.00309285	0.00311069
7.832	0.00308999	0.00310798
7.833	0.00308714	0.00310527
7.834	0.00308429	0.00310256
7.835	0.00308145	0.00309986
7.836	0.00307861	0.00309715
7.837	0.00307578	0.00309445
7.838	0.00307295	0.00309176
7.839	0.00307013	0.00308906
7.84	0.00306732	0.00308637
7.841	0.00306451	0.00308367
7.842	0.00306171	0.00308098
7.843	0.00305891	0.0030783
7.844	0.00305612	0.00307561
7.845	0.00305334	0.00307293
7.846	0.00305056	0.00307025
7.847	0.00304779	0.00306757
7.848	0.00304502	0.0030649
7.849	0.00304227	0.00306222
7.85	0.00303952	0.00305955
7.851	0.00303677	0.00305688
7.852	0.00303403	0.00305422
7.853	0.0030313	0.00305155
7.854	0.00302858	0.00304889
7.855	0.00302587	0.00304623
7.856	0.00302316	0.00304358
7.857	0.00302046	0.00304092
7.858	0.00301776	0.00303827
7.859	0.00301508	0.00303562
7.86	0.0030124	0.00303297
7.861	0.00300973	0.00303032
7.862	0.00300707	0.00302768
7.863	0.00300442	0.00302504
7.864	0.00300177	0.0030224
7.865	0.00299913	0.00301976
7.866	0.0029965	0.00301713
7.867	0.00299388	0.00301449
7.868	0.00299127	0.00301186
7.869	0.00298867	0.00300924
7.87	0.00298607	0.00300661
7.871	0.00298348	0.00300399
7.872	0.00298091	0.00300137
7.873	0.00297834	0.00299875
7.874	0.00297578	0.00299613
7.875	0.00297323	0.00299352
7.876	0.00297069	0.0029909
7.877	0.00296816	0.00298829
7.878	0.00296563	0.00298569
7.879	0.00296312	0.00298308
7.88	0.00296062	0.00298048
7.881	0.00295813	0.00297788
7.882	0.00295564	0.00297528
7.883	0.00295317	0.00297268
7.884	0.00295071	0.00297009
7.885	0.00294825	0.00296749
7.886	0.00294581	0.0029649
7.887	0.00294338	0.00296232
7.888	0.00294095	0.00295973
7.889	0.00293854	0.00295715
7.89	0.00293614	0.00295456
7.891	0.00293375	0.00295199
7.892	0.00293137	0.00294941
7.893	0.002929	0.00294683
7.894	0.00292665	0.00294426
7.895	0.0029243	0.00294169
7.896	0.00292196	0.00293912
7.897	0.00291964	0.00293656
7.898	0.00291733	0.00293399
7.899	0.00291502	0.00293143
7.9	0.00291273	0.00292887
7.901	0.00291046	0.00292632
7.902	0.00290794	0.00292376
7.903	0.0029052	0.00292121
7.904	0.00290246	0.00291866
7.905	0.00289973	0.00291611
7.906	0.002897	0.00291356
7.907	0.00289427	0.00291102
7.908	0.00289154	0.00290848
7.909	0.00288882	0.00290594
7.91	0.00288611	0.0029034
7.911	0.00288339	0.00290087
7.912	0.00288068	0.00289833
7.913	0.00287798	0.0028958
7.914	0.00287528	0.00289327
7.915	0.00287258	0.00289075
7.916	0.00286989	0.00288822
7.917	0.0028672	0.0028857
7.918	0.00286451	0.00288318
7.919	0.00286183	0.00288066
7.92	0.00285916	0.00287815
7.921	0.00285648	0.00287563
7.922	0.00285382	0.00287312
7.923	0.00285116	0.00287061
7.924	0.0028485	0.0028681
7.925	0.00284585	0.0028656
7.926	0.0028432	0.0028631
7.927	0.00284056	0.0028606
7.928	0.00283792	0.0028581
7.929	0.00283529	0.0028556
7.93	0.00283267	0.00285311
7.931	0.00283005	0.00285061
7.932	0.00282743	0.00284812
7.933	0.00282482	0.00284564
7.934	0.00282222	0.00284315
7.935	0.00281962	0.00284067
7.936	0.00281703	0.00283818
7.937	0.00281445	0.00283571
7.938	0.00281187	0.00283323
7.939	0.0028093	0.00283075
7.94	0.00280673	0.00282828
7.941	0.00280417	0.00282581
7.942	0.00280162	0.00282334
7.943	0.00279907	0.00282087
7.944	0.00279654	0.00281841
7.945	0.002794	0.00281595
7.946	0.00279148	0.00281349
7.947	0.00278896	0.00281103
7.948	0.00278645	0.00280857
7.949	0.00278394	0.00280612
7.95	0.00278145	0.00280366
7.951	0.00277896	0.00280121
7.952	0.00277648	0.00279877
7.953	0.002774	0.00279632
7.954	0.00277154	0.00279388
7.955	0.00276908	0.00279144
7.956	0.00276663	0.002789
7.957	0.00276418	0.00278656
7.958	0.00276175	0.00278412
7.959	0.00275932	0.00278169
7.96	0.00275691	0.00277926
7.961	0.0027545	0.00277683
7.962	0.00275209	0.0027744
7.963	0.0027497	0.00277198
7.964	0.00274732	0.00276956
7.965	0.00274494	0.00276713
7.966	0.00274258	0.00276472
7.967	0.00274022	0.0027623
7.968	0.00273787	0.00275988
7.969	0.00273553	0.00275747
7.97	0.0027332	0.00275506
7.971	0.00273088	0.00275265
7.972	0.00272857	0.00275025
7.973	0.00272626	0.00274784
7.974	0.00272397	0.00274544
7.975	0.00272169	0.00274304
7.976	0.00271941	0.00274064
7.977	0.00271715	0.00273825
7.978	0.0027149	0.00273585
7.979	0.00271265	0.00273346
7.98	0.00271042	0.00273107
7.981	0.0027082	0.00272868
7.982	0.00270599	0.0027263
7.983	0.00270378	0.00272391
7.984	0.00270159	0.00272153
7.985	0.00269941	0.00271915
7.986	0.00269724	0.00271677
7.987	0.00269508	0.0027144
7.988	0.00269293	0.00271203
7.989	0.00269079	0.00270965
7.99	0.00268867	0.00270728
7.991	0.00268655	0.00270492
7.992	0.00268445	0.00270255
7.993	0.00268236	0.00270019
7.994	0.00268027	0.00269783
7.995	0.00267812	0.00269547
7.996	0.00267557	0.00269311
7.997	0.00267303	0.00269075
7.998	0.00267049	0.0026884
7.999	0.00266795	0.00268605
8	0.00266541	0.0026837
8.001	0.00266288	0.00268135
8.002	0.00266035	0.00267901
8.003	0.00265782	0.00267667
8.004	0.0026553	0.00267432
8.005	0.00265278	0.00267198
8.006	0.00265027	0.00266965
8.007	0.00264775	0.00266731
8.008	0.00264525	0.00266498
8.009	0.00264274	0.00266265
8.01	0.00264024	0.00266032
8.011	0.00263775	0.00265799
8.012	0.00263526	0.00265567
8.013	0.00263277	0.00265334
8.014	0.00263029	0.00265102
8.015	0.00262781	0.0026487
8.016	0.00262534	0.00264639
8.017	0.00262287	0.00264407
8.018	0.0026204	0.00264176
8.019	0.00261794	0.00263945
8.02	0.00261549	0.00263714
8.021	0.00261304	0.00263483
8.022	0.0026106	0.00263252
8.023	0.00260816	0.00263022
8.024	0.00260573	0.00262792
8.025	0.0026033	0.00262562
8.026	0.00260088	0.00262332
8.027	0.00259846	0.00262103
8.028	0.00259605	0.00261873
8.029	0.00259364	0.00261644
8.03	0.00259124	0.00261415
8.031	0.00258885	0.00261186
8.032	0.00258646	0.00260958
8.033	0.00258408	0.0026073
8.034	0.00258171	0.00260501
8.035	0.00257934	0.00260273
8.036	0.00257698	0.00260046
8.037	0.00257462	0.00259818
8.038	0.00257228	0.00259591
8.039	0.00256993	0.00259363
8.04	0.0025676	0.00259136
8.041	0.00256527	0.0025891
8.042	0.00256295	0.00258683
8.043	0.00256063	0.00258457
8.044	0.00255833	0.0025823
8.045	0.00255603	0.00258004
8.046	0.00255374	0.00257778
8.047	0.00255145	0.00257553
8.048	0.00254917	0.00257327
8.049	0.0025469	0.00257102
8.05	0.00254464	0.00256877
8.051	0.00254239	0.00256652
8.052	0.00254014	0.00256427
8.053	0.0025379	0.00256203
8.054	0.00253567	0.00255979
8.055	0.00253345	0.00255755
8.056	0.00253124	0.00255531
8.057	0.00252903	0.00255307
8.058	0.00252684	0.00255083
8.059	0.00252465	0.0025486
8.06	0.00252247	0.00254637
8.061	0.0025203	0.00254414
8.062	0.00251814	0.00254191
8.063	0.00251598	0.00253969
8.064	0.00251384	0.00253746
8.065	0.0025117	0.00253524
8.066	0.00250958	0.00253302
8.067	0.00250746	0.0025308
8.068	0.00250536	0.00252859
8.069	0.00250326	0.00252637
8.07	0.00250117	0.00252416
8.071	0.00249909	0.00252195
8.072	0.00249702	0.00251974
8.073	0.00249497	0.00251754
8.074	0.00249292	0.00251533
8.075	0.00249088	0.00251313
8.076	0.00248885	0.00251093
8.077	0.00248683	0.00250873
8.078	0.00248482	0.00250653
8.079	0.00248283	0.00250434
8.08	0.00248084	0.00250214
8.081	0.00247886	0.00249995
8.082	0.0024769	0.00249776
8.083	0.00247494	0.00249557
8.084	0.002473	0.00249339
8.085	0.00247107	0.0024912
8.086	0.00246914	0.00248902
8.087	0.00246723	0.00248684
8.088	0.00246533	0.00248466
8.089	0.00246345	0.00248249
8.09	0.0024613	0.00248031
8.091	0.00245893	0.00247814
8.092	0.00245657	0.00247597
8.093	0.00245421	0.0024738
8.094	0.00245185	0.00247163
8.095	0.0024495	0.00246947
8.096	0.00244715	0.0024673
8.097	0.0024448	0.00246514
8.098	0.00244245	0.00246298
8.099	0.00244011	0.00246082
8.1	0.00243777	0.00245867
8.101	0.00243544	0.00245651
8.102	0.00243311	0.00245436
8.103	0.00243078	0.00245221
8.104	0.00242846	0.00245006
8.105	0.00242614	0.00244791
8.106	0.00242383	0.00244577
8.107	0.00242151	0.00244363
8.108	0.00241921	0.00244149
8.109	0.00241691	0.00243935
8.11	0.00241461	0.00243721
8.111	0.00241231	0.00243507
8.112	0.00241002	0.00243294
8.113	0.00240774	0.00243081
8.114	0.00240546	0.00242868
8.115	0.00240319	0.00242655
8.116	0.00240092	0.00242442
8.117	0.00239865	0.0024223
8.118	0.00239639	0.00242017
8.119	0.00239414	0.00241805
8.12	0.00239189	0.00241593
8.121	0.00238965	0.00241382
8.122	0.00238741	0.0024117
8.123	0.00238518	0.00240959
8.124	0.00238295	0.00240747
8.125	0.00238073	0.00240536
8.126	0.00237851	0.00240326
8.127	0.0023763	0.00240115
8.128	0.0023741	0.00239904
8.129	0.0023719	0.00239694
8.13	0.00236971	0.00239484
8.131	0.00236753	0.00239274
8.132	0.00236535	0.00239064
8.133	0.00236318	0.00238855
8.134	0.00236101	0.00238645
8.135	0.00235885	0.00238436
8.136	0.0023567	0.00238227
8.137	0.00235456	0.00238018
8.138	0.00235242	0.00237809
8.139	0.00235029	0.00237601
8.14	0.00234816	0.00237393
8.141	0.00234605	0.00237185
8.142	0.00234394	0.00236977
8.143	0.00234183	0.00236769
8.144	0.00233974	0.00236561
8.145	0.00233765	0.00236354
8.146	0.00233557	0.00236147
8.147	0.0023335	0.00235939
8.148	0.00233144	0.00235733
8.149	0.00232938	0.00235526
8.15	0.00232733	0.00235319
8.151	0.0023253	0.00235113
8.152	0.00232326	0.00234907
8.153	0.00232124	0.00234701
8.154	0.00231923	0.00234495
8.155	0.00231722	0.00234289
8.156	0.00231522	0.00234084
8.157	0.00231323	0.00233879
8.158	0.00231125	0.00233673
8.159	0.00230928	0.00233468
8.16	0.00230732	0.00233264
8.161	0.00230536	0.00233059
8.162	0.00230342	0.00232855
8.163	0.00230148	0.0023265
8.164	0.00229956	0.00232446
8.165	0.00229764	0.00232243
8.166	0.00229573	0.00232039
8.167	0.00229384	0.00231835
8.168	0.00229195	0.00231632
8.169	0.00229007	0.00231429
8.17	0.0022882	0.00231226
8.171	0.00228634	0.00231023
8.172	0.0022845	0.0023082
8.173	0.00228266	0.00230618
8.174	0.00228083	0.00230415
8.175	0.00227901	0.00230213
8.176	0.0022772	0.00230011
8.177	0.00227541	0.0022981
8.178	0.00227362	0.00229608
8.179	0.00227185	0.00229406
8.18	0.00227008	0.00229205
8.181	0.00226833	0.00229004
8.182	0.00226658	0.00228803
8.183	0.00226485	0.00228602
8.184	0.00226313	0.00228402
8.185	0.00226142	0.00228201
8.186	0.00225941	0.00228001
8.187	0.00225721	0.00227801
8.188	0.00225502	0.00227601
8.189	0.00225282	0.00227402
8.19	0.00225064	0.00227202
8.191	0.00224845	0.00227003
8.192	0.00224627	0.00226803
8.193	0.00224409	0.00226604
8.194	0.00224191	0.00226406
8.195	0.00223974	0.00226207
8.196	0.00223757	0.00226008
8.197	0.0022354	0.0022581
8.198	0.00223324	0.00225612
8.199	0.00223108	0.00225414
8.2	0.00222893	0.00225216
8.201	0.00222678	0.00225018
8.202	0.00222463	0.00224821
8.203	0.00222248	0.00224623
8.204	0.00222035	0.00224426
8.205	0.00221821	0.00224229
8.206	0.00221608	0.00224032
8.207	0.00221395	0.00223836
8.208	0.00221183	0.00223639
8.209	0.00220971	0.00223443
8.21	0.0022076	0.00223247
8.211	0.00220549	0.00223051
8.212	0.00220339	0.00222855
8.213	0.00220129	0.0022266
8.214	0.0021992	0.00222464
8.215	0.00219711	0.00222269
8.216	0.00219503	0.00222074
8.217	0.00219295	0.00221879
8.218	0.00219088	0.00221684
8.219	0.00218881	0.00221489
8.22	0.00218675	0.00221295
8.221	0.00218469	0.002211
8.222	0.00218264	0.00220906
8.223	0.0021806	0.00220712
8.224	0.00217856	0.00220519
8.225	0.00217652	0.00220325
8.226	0.0021745	0.00220132
8.227	0.00217248	0.00219938
8.228	0.00217046	0.00219745
8.229	0.00216845	0.00219552
8.23	0.00216645	0.00219359
8.231	0.00216446	0.00219167
8.232	0.00216247	0.00218974
8.233	0.00216049	0.00218782
8.234	0.00215851	0.0021859
8.235	0.00215654	0.00218398
8.236	0.00215458	0.00218206
8.237	0.00215263	0.00218015
8.238	0.00215068	0.00217823
8.239	0.00214874	0.00217632
8.24	0.00214681	0.00217441
8.241	0.00214488	0.0021725
8.242	0.00214296	0.00217059
8.243	0.00214105	0.00216868
8.244	0.00213915	0.00216678
8.245	0.00213725	0.00216487
8.246	0.00213537	0.00216297
8.247	0.00213349	0.00216107
8.248	0.00213162	0.00215917
8.249	0.00212975	0.00215728
8.25	0.0021279	0.00215538
8.251	0.00212605	0.00215349
8.252	0.00212421	0.0021516
8.253	0.00212238	0.00214971
8.254	0.00212056	0.00214782
8.255	0.00211875	0.00214593
8.256	0.00211695	0.00214405
8.257	0.00211515	0.00214216
8.258	0.00211336	0.00214028
8.259	0.00211159	0.0021384
8.26	0.00210982	0.00213652
8.261	0.00210806	0.00213465
8.262	0.00210631	0.00213277
8.263	0.00210457	0.0021309
8.264	0.00210284	0.00212902
8.265	0.00210112	0.00212715
8.266	0.0020994	0.00212529
8.267	0.0020977	0.00212342
8.268	0.00209601	0.00212155
8.269	0.00209433	0.00211969
8.27	0.00209266	0.00211783
8.271	0.00209099	0.00211596
8.272	0.00208934	0.00211411
8.273	0.0020877	0.00211225
8.274	0.00208607	0.00211039
8.275	0.00208445	0.00210854
8.276	0.00208284	0.00210668
8.277	0.00208124	0.00210483
8.278	0.00207965	0.00210298
8.279	0.00207807	0.00210113
8.28	0.0020765	0.00209929
8.281	0.00207494	0.00209744
8.282	0.0020734	0.0020956
8.283	0.00207165	0.00209376
8.284	0.00206962	0.00209192
8.285	0.00206758	0.00209008
8.286	0.00206554	0.00208824
8.287	0.00206351	0.00208641
8.288	0.00206148	0.00208457
8.289	0.00205946	0.00208274
8.29	0.00205744	0.00208091
8.291	0.00205542	0.00207908
8.292	0.0020534	0.00207725
8.293	0.00205139	0.00207543
8.294	0.00204938	0.0020736
8.295	0.00204737	0.00207178
8.296	0.00204537	0.00206996
8.297	0.00204337	0.00206814
8.298	0.00204137	0.00206632
8.299	0.00203938	0.0020645
8.3	0.00203739	0.00206269
8.301	0.00203541	0.00206088
8.302	0.00203343	0.00205906
8.303	0.00203146	0.00205725
8.304	0.00202948	0.00205545
8.305	0.00202752	0.00205364
8.306	0.00202555	0.00205183
8.307	0.0020236	0.00205003
8.308	0.00202164	0.00204823
8.309	0.00201969	0.00204643
8.31	0.00201775	0.00204463
8.311	0.00201581	0.00204283
8.312	0.00201387	0.00204103
8.313	0.00201194	0.00203924
8.314	0.00201002	0.00203744
8.315	0.0020081	0.00203565
8.316	0.00200619	0.00203386
8.317	0.00200428	0.00203207
8.318	0.00200237	0.00203029
8.319	0.00200047	0.0020285
8.32	0.00199858	0.00202672
8.321	0.0019967	0.00202494
8.322	0.00199481	0.00202315
8.323	0.00199294	0.00202138
8.324	0.00199107	0.0020196
8.325	0.00198921	0.00201782
8.326	0.00198735	0.00201605
8.327	0.0019855	0.00201427
8.328	0.00198366	0.0020125
8.329	0.00198182	0.00201073
8.33	0.00197999	0.00200896
8.331	0.00197816	0.0020072
8.332	0.00197634	0.00200543
8.333	0.00197453	0.00200367
8.334	0.00197273	0.0020019
8.335	0.00197093	0.00200014
8.336	0.00196914	0.00199838
8.337	0.00196735	0.00199663
8.338	0.00196558	0.00199487
8.339	0.00196381	0.00199311
8.34	0.00196205	0.00199136
8.341	0.00196029	0.00198961
8.342	0.00195854	0.00198786
8.343	0.0019568	0.00198611
8.344	0.00195507	0.00198436
8.345	0.00195335	0.00198262
8.346	0.00195163	0.00198087
8.347	0.00194992	0.00197913
8.348	0.00194822	0.00197739
8.349	0.00194653	0.00197565
8.35	0.00194485	0.00197391
8.351	0.00194317	0.00197217
8.352	0.00194151	0.00197044
8.353	0.00193985	0.00196871
8.354	0.0019382	0.00196697
8.355	0.00193656	0.00196524
8.356	0.00193492	0.00196351
8.357	0.0019333	0.00196179
8.358	0.00193169	0.00196006
8.359	0.00193008	0.00195833
8.36	0.00192848	0.00195661
8.361	0.0019269	0.00195489
8.362	0.00192532	0.00195317
8.363	0.00192375	0.00195145
8.364	0.00192219	0.00194973
8.365	0.00192064	0.00194802
8.366	0.0019191	0.0019463
8.367	0.00191757	0.00194459
8.368	0.00191605	0.00194288
8.369	0.00191454	0.00194117
8.37	0.00191304	0.00193946
8.371	0.00191155	0.00193775
8.372	0.00191007	0.00193605
8.373	0.0019086	0.00193434
8.374	0.00190714	0.00193264
8.375	0.00190569	0.00193094
8.376	0.00190426	0.00192924
8.377	0.00190283	0.00192754
8.378	0.00190141	0.00192584
8.379	0.0019	0.00192415
8.38	0.00189861	0.00192246
8.381	0.00189723	0.00192076
8.382	0.0018954	0.00191907
8.383	0.00189351	0.00191738
8.384	0.00189162	0.00191569
8.385	0.00188974	0.00191401
8.386	0.00188785	0.00191232
8.387	0.00188597	0.00191064
8.388	0.0018841	0.00190896
8.389	0.00188222	0.00190728
8.39	0.00188035	0.0019056
8.391	0.00187848	0.00190392
8.392	0.00187662	0.00190224
8.393	0.00187476	0.00190057
8.394	0.0018729	0.0018989
8.395	0.00187104	0.00189722
8.396	0.00186919	0.00189555
8.397	0.00186735	0.00189388
8.398	0.0018655	0.00189222
8.399	0.00186366	0.00189055
8.4	0.00186183	0.00188889
8.401	0.00185999	0.00188722
8.402	0.00185816	0.00188556
8.403	0.00185634	0.0018839
8.404	0.00185452	0.00188224
8.405	0.00185271	0.00188058
8.406	0.00185089	0.00187893
8.407	0.00184909	0.00187727
8.408	0.00184729	0.00187562
8.409	0.00184549	0.00187397
8.41	0.00184369	0.00187232
8.411	0.00184191	0.00187067
8.412	0.00184012	0.00186902
8.413	0.00183835	0.00186737
8.414	0.00183657	0.00186573
8.415	0.0018348	0.00186409
8.416	0.00183304	0.00186244
8.417	0.00183128	0.0018608
8.418	0.00182953	0.00185917
8.419	0.00182779	0.00185753
8.42	0.00182605	0.00185589
8.421	0.00182431	0.00185426
8.422	0.00182258	0.00185262
8.423	0.00182086	0.00185099
8.424	0.00181914	0.00184936
8.425	0.00181743	0.00184773
8.426	0.00181572	0.0018461
8.427	0.00181402	0.00184448
8.428	0.00181233	0.00184285
8.429	0.00181064	0.00184123
8.43	0.00180896	0.00183961
8.431	0.00180729	0.00183799
8.432	0.00180562	0.00183637
8.433	0.00180396	0.00183475
8.434	0.00180231	0.00183313
8.435	0.00180066	0.00183152
8.436	0.00179902	0.0018299
8.437	0.00179739	0.00182829
8.438	0.00179576	0.00182668
8.439	0.00179414	0.00182507
8.44	0.00179253	0.00182346
8.441	0.00179093	0.00182186
8.442	0.00178933	0.00182025
8.443	0.00178774	0.00181865
8.444	0.00178616	0.00181704
8.445	0.00178459	0.00181544
8.446	0.00178302	0.00181384
8.447	0.00178146	0.00181225
8.448	0.00177992	0.00181065
8.449	0.00177837	0.00180905
8.45	0.00177684	0.00180746
8.451	0.00177531	0.00180587
8.452	0.0017738	0.00180427
8.453	0.00177229	0.00180268
8.454	0.00177079	0.0018011
8.455	0.0017693	0.00179951
8.456	0.00176782	0.00179792
8.457	0.00176634	0.00179634
8.458	0.00176488	0.00179475
8.459	0.00176342	0.00179317
8.46	0.00176197	0.00179159
8.461	0.00176054	0.00179001
8.462	0.00175911	0.00178843
8.463	0.00175769	0.00178686
8.464	0.00175628	0.00178528
8.465	0.00175488	0.00178371
8.466	0.00175349	0.00178214
8.467	0.00175211	0.00178057
8.468	0.00175074	0.001779
8.469	0.00174938	0.00177743
8.47	0.00174802	0.00177586
8.471	0.00174668	0.0017743
8.472	0.00174535	0.00177273
8.473	0.00174403	0.00177117
8.474	0.00174272	0.00176961
8.475	0.00174142	0.00176805
8.476	0.00174013	0.00176649
8.477	0.00173885	0.00176493
8.478	0.00173758	0.00176338
8.479	0.00173632	0.00176182
8.48	0.00173507	0.00176027
8.481	0.00173384	0.00175872
8.482	0.00173209	0.00175716
8.483	0.00173034	0.00175562
8.484	0.00172859	0.00175407
8.485	0.00172684	0.00175252
8.486	0.00172509	0.00175098
8.487	0.00172335	0.00174943
8.488	0.00172161	0.00174789
8.489	0.00171987	0.00174635
8.49	0.00171814	0.00174481
8.491	0.00171641	0.00174327
8.492	0.00171468	0.00174173
8.493	0.00171296	0.0017402
8.494	0.00171124	0.00173866
8.495	0.00170952	0.00173713
8.496	0.00170781	0.0017356
8.497	0.00170609	0.00173407
8.498	0.00170439	0.00173254
8.499	0.00170268	0.00173101
8.5	0.00170098	0.00172948
8.501	0.00169929	0.00172796
8.502	0.0016976	0.00172643
8.503	0.00169591	0.00172491
8.504	0.00169423	0.00172339
8.505	0.00169255	0.00172187
8.506	0.00169087	0.00172035
8.507	0.0016892	0.00171883
8.508	0.00168753	0.00171732
8.509	0.00168587	0.0017158
8.51	0.00168421	0.00171429
8.511	0.00168256	0.00171277
8.512	0.00168091	0.00171126
8.513	0.00167927	0.00170975
8.514	0.00167763	0.00170825
8.515	0.001676	0.00170674
8.516	0.00167437	0.00170523
8.517	0.00167275	0.00170373
8.518	0.00167113	0.00170223
8.519	0.00166952	0.00170072
8.52	0.00166791	0.00169922
8.521	0.00166631	0.00169772
8.522	0.00166472	0.00169623
8.523	0.00166313	0.00169473
8.524	0.00166154	0.00169324
8.525	0.00165996	0.00169174
8.526	0.00165839	0.00169025
8.527	0.00165683	0.00168876
8.528	0.00165527	0.00168727
8.529	0.00165371	0.00168578
8.53	0.00165216	0.00168429
8.531	0.00165062	0.0016828
8.532	0.00164909	0.00168132
8.533	0.00164756	0.00167984
8.534	0.00164604	0.00167835
8.535	0.00164453	0.00167687
8.536	0.00164302	0.00167539
8.537	0.00164152	0.00167391
8.538	0.00164002	0.00167244
8.539	0.00163854	0.00167096
8.54	0.00163706	0.00166949
8.541	0.00163558	0.00166801
8.542	0.00163412	0.00166654
8.543	0.00163266	0.00166507
8.544	0.00163121	0.0016636
8.545	0.00162977	0.00166213
8.546	0.00162833	0.00166067
8.547	0.0016269	0.0016592
8.548	0.00162548	0.00165774
8.549	0.00162407	0.00165627
8.55	0.00162267	0.00165481
8.551	0.00162127	0.00165335
8.552	0.00161989	0.00165189
8.553	0.00161851	0.00165043
8.554	0.00161714	0.00164898
8.555	0.00161577	0.00164752
8.556	0.00161442	0.00164607
8.557	0.00161308	0.00164461
8.558	0.00161174	0.00164316
8.559	0.00161041	0.00164171
8.56	0.00160909	0.00164026
8.561	0.00160778	0.00163881
8.562	0.00160648	0.00163737
8.563	0.00160519	0.00163592
8.564	0.00160391	0.00163448
8.565	0.00160263	0.00163303
8.566	0.00160137	0.00163159
8.567	0.00160012	0.00163015
8.568	0.00159887	0.00162871
8.569	0.00159764	0.00162727
8.57	0.00159641	0.00162584
8.571	0.0015952	0.0016244
8.572	0.00159399	0.00162297
8.573	0.00159279	0.00162153
8.574	0.00159161	0.0016201
8.575	0.00159043	0.00161867
8.576	0.00158927	0.00161724
8.577	0.00158811	0.00161582
8.578	0.00158697	0.00161439
8.579	0.00158583	0.00161296
8.58	0.00158471	0.00161154
8.581	0.0015836	0.00161012
8.582	0.0015825	0.00160869
8.583	0.001581	0.00160727
8.584	0.00157938	0.00160585
8.585	0.00157775	0.00160444
8.586	0.00157613	0.00160302
8.587	0.00157452	0.0016016
8.588	0.0015729	0.00160019
8.589	0.00157129	0.00159877
8.59	0.00156968	0.00159736
8.591	0.00156807	0.00159595
8.592	0.00156647	0.00159454
8.593	0.00156487	0.00159313
8.594	0.00156327	0.00159173
8.595	0.00156168	0.00159032
8.596	0.00156009	0.00158892
8.597	0.0015585	0.00158751
8.598	0.00155691	0.00158611
8.599	0.00155533	0.00158471
8.6	0.00155376	0.00158331
8.601	0.00155218	0.00158191
8.602	0.00155061	0.00158051
8.603	0.00154905	0.00157912
8.604	0.00154748	0.00157772
8.605	0.00154592	0.00157633
8.606	0.00154437	0.00157494
8.607	0.00154282	0.00157355
8.608	0.00154128	0.00157215
8.609	0.00153973	0.00157077
8.61	0.0015382	0.00156938
8.611	0.00153666	0.00156799
8.612	0.00153514	0.00156661
8.613	0.00153361	0.00156522
8.614	0.00153209	0.00156384
8.615	0.00153058	0.00156246
8.616	0.00152907	0.00156108
8.617	0.00152757	0.0015597
8.618	0.00152607	0.00155832
8.619	0.00152457	0.00155694
8.62	0.00152309	0.00155557
8.621	0.0015216	0.00155419
8.622	0.00152012	0.00155282
8.623	0.00151865	0.00155145
8.624	0.00151719	0.00155008
8.625	0.00151572	0.00154871
8.626	0.00151427	0.00154734
8.627	0.00151282	0.00154597
8.628	0.00151138	0.0015446
8.629	0.00150994	0.00154324
8.63	0.00150851	0.00154188
8.631	0.00150708	0.00154051
8.632	0.00150566	0.00153915
8.633	0.00150425	0.00153779
8.634	0.00150284	0.00153643
8.635	0.00150144	0.00153507
8.636	0.00150005	0.00153372
8.637	0.00149866	0.00153236
8.638	0.00149728	0.00153101
8.639	0.00149591	0.00152965
8.64	0.00149454	0.0015283
8.641	0.00149318	0.00152695
8.642	0.00149183	0.0015256
8.643	0.00149048	0.00152425
8.644	0.00148914	0.00152291
8.645	0.00148781	0.00152156
8.646	0.00148649	0.00152022
8.647	0.00148517	0.00151887
8.648	0.00148386	0.00151753
8.649	0.00148256	0.00151619
8.65	0.00148127	0.00151485
8.651	0.00147998	0.00151351
8.652	0.00147871	0.00151217
8.653	0.00147744	0.00151083
8.654	0.00147618	0.0015095
8.655	0.00147492	0.00150816
